"","BNP.PA.Open","BNP.PA.High","BNP.PA.Low","BNP.PA.Close","BNP.PA.Volume","BNP.PA.Adjusted"
"547",61.4900016784668,63.8400001525879,61.4500007629395,63.5299987792969,5033747,47.1041564941406
"548",63.75,64.0299987792969,62.310001373291,62.75,3417509,46.5258293151855
"549",62.3300018310547,62.7599983215332,61.4500007629395,62.0200004577637,3056110,45.9845695495605
"550",62,62.7799987792969,61.5400009155273,61.9199981689453,3610563,45.9104270935059
"551",62.3199996948242,62.7400016784668,60.310001373291,61.060001373291,3342508,45.2727813720703
"552",59.0299987792969,61.4799995422363,58.7400016784668,60.6699981689453,5123430,44.9836158752441
"553",61,61.6699981689453,59.0099983215332,59.5499992370605,3938029,44.1531944274902
"554",55.4300003051758,57.5200004577637,53.8899993896484,55.0900001525879,10862668,40.8463401794434
"555",55.5,57.1500015258789,53.9700012207031,56.75,8334214,42.0771446228027
"556",53.7200012207031,53.8400001525879,51.5499992370605,52.5099983215332,9992267,38.933406829834
"557",52.5299987792969,53.1199989318848,48.7099990844727,48.935001373291,9078086,36.2827339172363
"558",46.25,51.0200004577637,45.6650009155273,49.9650001525879,8546584,37.0464248657227
"559",51.0400009155273,52.4000015258789,50.25,50.7599983215332,6764882,37.635871887207
"560",50,50.1500015258789,47.1949996948242,47.1949996948242,9905718,34.9926147460938
"561",45,46.185001373291,43.0699996948242,45.2999992370605,11232668,33.587574005127
"562",45,48.9150009155273,44.7700004577637,46.7649993896484,9239001,34.6737937927246
"563",50.4900016784668,51.6500015258789,49.5299987792969,51.4199981689453,8940185,38.1252288818359
"564",51.4500007629395,51.6100006103516,49.0149993896484,49.3450012207031,6489280,36.5867309570312
"565",49.4099998474121,51.4799995422363,47.6150016784668,49.0299987792969,6630303,36.3531684875488
"566",50.4500007629395,51.7000007629395,49.8349990844727,51.0099983215332,4571552,37.8212356567383
"567",50.2999992370605,52,49.4300003051758,51.2900009155273,5034069,38.0288429260254
"568",52.9000015258789,55.689998626709,52.3600006103516,54.3499984741211,7170956,40.2976722717285
"569",54.5,55.0200004577637,52.1199989318848,53.0499992370605,4871296,39.3337898254395
"570",53.060001373291,53.3499984741211,52.2599983215332,53.3499984741211,8395483,39.556224822998
